member_id,tier,is_tier_ambiguous,join_date_missing,days_since_last_txn,txn_count_lifetime,txn_count_last_90d,avg_days_between_txns,total_spend,avg_order_value,refund_count,refund_rate,spend_trend_90d,points_earned_gross,points_earned_adj,points_redeemed,points_balance,redemption_rate,days_since_last_redemption
M20364,Gold,0,0,19.0,4,1,444.0,233.26999999999998,58.317499999999995,0,0.0,,423.0,423.0,0,423.0,0.0,
M20365,Silver,0,0,412.0,4,0,263.3333333333333,281.04,70.26,0,0.0,,646.0,646.0,115,531.0,0.178,1202.0
M20366,Bronze,0,0,143.0,5,0,34.0,335.74,83.935,1,0.2,0.0,639.0,588.0,0,588.0,0.0,
M20367,Bronze,0,0,395.0,3,0,254.0,201.21,67.07000000000001,0,0.0,,433.0,433.0,0,433.0,0.0,
M20368,Bronze,0,0,384.0,6,0,213.4,318.52,53.086666666666666,0,0.0,,716.0,716.0,175,541.0,0.2444,384.0
M20369,Platinum,0,0,0.0,6,3,191.4,399.63,79.926,1,0.1667,,883.0,698.0,150,548.0,0.2149,0.0
M20370,Gold,0,0,282.0,5,0,82.25,496.66999999999996,99.33399999999999,0,0.0,,1123.0,1123.0,160,963.0,0.1425,345.0
M20371,Bronze,0,0,642.0,2,0,,275.03999999999996,137.51999999999998,0,0.0,,481.0,481.0,0,481.0,0.0,
M20372,Silver,0,0,247.0,4,0,187.0,140.84,35.21,0,0.0,,324.0,324.0,59,265.0,0.1821,543.0
M20373,Bronze,0,0,9.0,4,3,61.0,219.64,54.91,0,0.0,,456.0,456.0,0,456.0,0.0,
M20374,Bronze,0,0,81.0,5,1,310.25,284.21,56.842,0,0.0,,497.0,497.0,0,497.0,0.0,
M20375,Bronze,0,0,140.0,4,0,81.33333333333333,222.22,55.555,0,0.0,0.0,445.0,445.0,0,445.0,0.0,
M20376,Silver,0,0,768.0,3,0,360.0,242.28,80.76,0,0.0,,485.0,485.0,33,452.0,0.068,1488.0
M20377,Bronze,0,0,420.0,4,0,259.3333333333333,151.6,37.9,0,0.0,,288.0,288.0,0,288.0,0.0,
M20378,Bronze,0,0,21.0,5,2,60.75,386.62,77.324,0,0.0,,890.0,890.0,0,890.0,0.0,
M20379,Bronze,0,0,236.0,4,0,92.0,310.4,77.6,0,0.0,,714.0,714.0,100,614.0,0.1401,431.0
M20380,Bronze,0,0,425.0,4,0,432.6666666666667,153.46,38.365,0,0.0,,293.0,293.0,0,293.0,0.0,
M20381,Bronze,0,0,77.0,1,1,,55.0,55.0,0,0.0,,96.0,96.0,0,96.0,0.0,
M20382,Bronze,0,0,8.0,2,1,,145.35999999999999,72.67999999999999,0,0.0,,291.0,291.0,0,291.0,0.0,
M20383,Bronze,0,0,387.0,3,0,108.5,136.56,45.52,0,0.0,,272.0,272.0,50,222.0,0.1838,387.0
M20384,Bronze,0,0,390.0,4,0,448.6666666666667,240.38,60.095,0,0.0,,481.0,481.0,0,481.0,0.0,
M20385,Silver,0,0,133.0,4,0,341.0,241.76,60.44,0,0.0,0.0,431.0,431.0,115,316.0,0.2668,133.0
M20386,Bronze,0,0,14.0,5,1,485.25,363.04,72.608,0,0.0,,726.0,726.0,0,726.0,0.0,
M20387,Platinum,0,0,246.0,3,0,333.5,254.69,84.89666666666666,0,0.0,,509.0,509.0,150,359.0,0.2947,246.0
M20388,Silver,0,0,257.0,6,0,128.4,236.05,39.34166666666667,0,0.0,,471.0,471.0,112,359.0,0.2378,899.0
M20389,Gold,0,0,16.0,2,1,,116.53999999999999,58.269999999999996,0,0.0,0.1714,233.0,233.0,0,233.0,0.0,
M20390,Bronze,0,0,28.0,8,1,205.42857142857142,457.29,65.32714285714286,1,0.125,,1031.0,903.0,0,903.0,0.0,
M20391,Bronze,0,0,187.0,3,0,89.0,276.42,92.14,0,0.0,,554.0,554.0,0,554.0,0.0,
M20392,Bronze,0,0,40.0,5,1,319.5,238.88,47.775999999999996,0,0.0,,477.0,477.0,222,255.0,0.4654,403.0
M20393,Bronze,0,0,52.0,2,1,,151.09,75.545,0,0.0,,347.0,347.0,0,347.0,0.0,
M20394,Silver,0,0,282.0,4,0,53.333333333333336,196.18,49.045,0,0.0,,451.0,451.0,150,301.0,0.3326,331.0
M20395,Bronze,0,0,71.0,7,1,177.83333333333334,382.68,54.66857142857143,0,0.0,,758.0,758.0,96,662.0,0.1266,869.0
M20396,Bronze,0,0,4.0,9,5,18.0,661.3,82.6625,1,0.1111,2.4484,1324.0,1206.0,150,1056.0,0.1244,8.0
M20397,Bronze,0,0,57.0,7,1,49.333333333333336,442.59999999999997,63.22857142857142,0,0.0,0.8937,875.0,875.0,150,725.0,0.1714,333.0
M20398,Silver,0,0,7.0,5,1,278.5,317.31,63.462,0,0.0,1.9363,703.0,703.0,0,703.0,0.0,
M20399,Platinum,0,0,20.0,4,1,459.3333333333333,288.8,72.2,0,0.0,,603.0,603.0,0,603.0,0.0,
M20400,Platinum,0,0,1176.0,3,0,368.5,103.32,51.66,1,0.3333,,190.0,76.0,0,76.0,0.0,
M20401,Silver,0,0,11.0,7,1,49.0,314.42,44.917142857142856,0,0.0,0.6118,550.0,550.0,82,468.0,0.1491,11.0
M20402,Platinum,0,0,285.0,5,0,163.5,411.89,82.378,0,0.0,,948.0,948.0,100,848.0,0.1055,888.0
M20403,Bronze,0,0,238.0,5,0,65.25,363.68,72.736,0,0.0,,836.0,836.0,150,686.0,0.1794,238.0
M20404,Bronze,0,0,31.0,6,1,138.0,579.63,96.605,0,0.0,,1015.0,1015.0,50,965.0,0.0493,612.0
M20405,Silver,0,0,322.0,3,0,145.0,131.34,43.78,0,0.0,,278.0,278.0,0,278.0,0.0,
M20406,Bronze,0,0,260.0,4,0,365.3333333333333,308.72999999999996,77.18249999999999,0,0.0,,710.0,710.0,250,460.0,0.3521,260.0
M20407,Bronze,0,0,107.0,4,0,269.0,202.17000000000002,50.542500000000004,0,0.0,0.0,464.0,464.0,0,464.0,0.0,
M20408,Bronze,0,0,63.0,2,2,,136.35,68.175,0,0.0,,273.0,273.0,0,273.0,0.0,
M20409,Silver,0,0,199.0,4,0,125.66666666666667,1332.22,333.055,0,0.0,,3063.0,3063.0,0,3063.0,0.0,
M20410,Gold,0,0,748.0,2,0,,184.28,92.14,0,0.0,,369.0,369.0,0,369.0,0.0,
M20411,Silver,0,0,44.0,6,1,132.2,418.09,69.68166666666666,0,0.0,0.708,908.0,908.0,186,722.0,0.2048,211.0
M20412,Bronze,0,0,222.0,2,0,,275.46000000000004,137.73000000000002,0,0.0,,551.0,551.0,0,551.0,0.0,
M20413,Silver,0,0,235.0,3,0,172.5,128.98,42.99333333333333,0,0.0,,297.0,297.0,0,297.0,0.0,
M20414,Bronze,0,0,877.0,2,0,,187.37,93.685,0,0.0,,349.0,349.0,0,349.0,0.0,
M20415,Bronze,0,0,299.0,2,0,,142.20000000000002,71.10000000000001,0,0.0,,284.0,284.0,0,284.0,0.0,
M20416,Silver,0,0,469.0,3,0,380.0,189.41,63.13666666666666,0,0.0,,357.0,357.0,0,357.0,0.0,
M20417,Bronze,0,0,611.0,5,0,122.0,305.3,61.06,0,0.0,,534.0,534.0,0,534.0,0.0,
M20418,Platinum,0,0,46.0,3,1,308.0,215.85999999999999,71.95333333333333,0,0.0,,405.0,405.0,41,364.0,0.1012,662.0
M20419,Silver,0,0,7.0,4,1,547.6666666666666,200.93,50.2325,0,0.0,,462.0,462.0,150,312.0,0.3247,744.0
M20420,Gold,0,0,16.0,4,2,40.0,191.1,47.775,0,0.0,2.1561,440.0,440.0,0,440.0,0.0,
M20421,Gold,0,0,9.0,5,3,191.25,239.18,47.836,0,0.0,,537.0,537.0,0,537.0,0.0,
M20422,Bronze,0,0,70.0,7,1,41.0,416.43,59.49,0,0.0,0.2384,864.0,864.0,183,681.0,0.2118,159.0
M20423,Bronze,0,0,28.0,6,1,252.2,460.89,76.815,0,0.0,0.4648,921.0,921.0,0,921.0,0.0,
M20424,Bronze,0,0,572.0,3,0,344.0,95.3,31.766666666666666,0,0.0,,180.0,180.0,0,180.0,0.0,
M20425,Silver,0,0,154.0,4,0,131.66666666666666,212.72,53.18,0,0.0,0.0,373.0,373.0,0,373.0,0.0,
M20426,Silver,0,0,64.0,4,1,106.0,272.0,68.0,0,0.0,3.2284,614.0,614.0,38,576.0,0.0619,382.0
M20427,Silver,0,0,257.0,2,0,,105.2,52.6,0,0.0,,192.0,192.0,0,192.0,0.0,
M20428,Gold,0,0,571.0,2,0,,138.46,69.23,0,0.0,,318.0,318.0,0,318.0,0.0,
M20429,Gold,0,0,1.0,5,2,58.0,410.94,82.188,0,0.0,1.7835,822.0,822.0,250,572.0,0.3041,1.0
M20430,Silver,0,0,4.0,2,2,,72.91,36.455,0,0.0,,146.0,146.0,0,146.0,0.0,
M20431,Silver,0,0,81.0,5,1,29.25,287.29999999999995,57.459999999999994,0,0.0,0.2275,576.0,576.0,86,490.0,0.1493,166.0
M20432,Bronze,0,0,97.0,2,0,,93.09,46.545,0,0.0,0.0,186.0,186.0,0,186.0,0.0,
M20433,Silver,0,0,20.0,6,1,294.4,347.77,57.961666666666666,0,0.0,0.2103,638.0,638.0,50,588.0,0.0784,155.0
M20434,Bronze,0,0,77.0,7,1,181.5,462.19,77.03166666666667,1,0.1429,,974.0,924.0,169,755.0,0.1829,797.0
M20435,Gold,0,0,19.0,1,1,,150.15,150.15,0,0.0,,345.0,345.0,0,345.0,0.0,
M20436,Bronze,0,0,316.0,5,0,113.5,373.42,74.684,0,0.0,,859.0,859.0,303,556.0,0.3527,332.0
M20437,Bronze,0,0,376.0,5,0,76.25,272.74,68.185,1,0.2,,543.0,513.0,65,448.0,0.1267,681.0
M20438,Gold,0,0,266.0,2,0,,148.84,74.42,0,0.0,,260.0,260.0,0,260.0,0.0,
M20439,Gold,0,0,42.0,8,1,117.42857142857143,387.22,48.4025,0,0.0,0.2351,774.0,774.0,82,692.0,0.1059,42.0
M20440,Bronze,0,0,44.0,5,1,311.5,336.64,67.328,0,0.0,,774.0,774.0,50,724.0,0.0646,44.0
M20441,Gold,0,0,48.0,4,2,72.66666666666667,189.24,47.31,0,0.0,,331.0,331.0,0,331.0,0.0,
M20442,Gold,0,0,122.0,8,0,147.57142857142858,595.01,74.37625,0,0.0,0.0,1240.0,1240.0,84,1156.0,0.0677,1155.0
M20443,Gold,0,0,394.0,1,0,,56.27,56.27,0,0.0,,129.0,129.0,0,129.0,0.0,
M20444,Gold,0,0,238.0,6,0,137.4,463.15,77.19166666666666,0,0.0,,844.0,844.0,238,606.0,0.282,714.0
M20445,Platinum,0,0,190.0,4,0,338.6666666666667,171.73000000000002,42.932500000000005,0,0.0,,385.0,385.0,58,327.0,0.1506,1138.0
M20446,Bronze,0,0,46.0,5,2,243.5,339.29,67.858,0,0.0,,765.0,765.0,0,765.0,0.0,
M20447,Silver,0,0,55.0,8,1,257.0,417.64,52.205,0,0.0,,730.0,730.0,0,730.0,0.0,
M20448,Bronze,0,0,296.0,4,0,89.0,230.73,57.6825,0,0.0,,403.0,403.0,0,403.0,0.0,
M20449,Silver,0,0,107.0,1,0,,116.87,116.87,0,0.0,0.0,205.0,205.0,0,205.0,0.0,
M20450,Gold,0,0,48.0,9,1,44.5,602.84,66.98222222222222,0,0.0,0.3671,1366.0,1366.0,100,1266.0,0.0732,48.0
M20451,Bronze,0,0,13.0,4,1,381.6666666666667,326.45,81.6125,0,0.0,,572.0,572.0,237,335.0,0.4143,13.0
M20452,Gold,0,0,81.0,7,1,101.5,528.55,75.50714285714285,0,0.0,2.2188,1058.0,1058.0,234,824.0,0.2212,416.0
M20453,Gold,0,0,284.0,4,0,425.3333333333333,220.63,55.1575,0,0.0,,489.0,489.0,75,414.0,0.1534,1488.0
M20454,Silver,0,0,466.0,5,0,269.75,272.3,54.46,0,0.0,,479.0,479.0,50,429.0,0.1044,1545.0
M20455,Bronze,0,0,473.0,7,0,230.0,530.67,75.80999999999999,0,0.0,,1045.0,1045.0,0,1045.0,0.0,
M20456,Silver,0,0,120.0,7,0,106.0,359.45,51.35,0,0.0,0.0,719.0,719.0,162,557.0,0.2253,120.0
M20457,Bronze,0,0,263.0,6,0,125.0,327.44,54.57333333333333,0,0.0,,655.0,655.0,50,605.0,0.0763,555.0
M20458,Bronze,0,0,227.0,4,0,411.6666666666667,138.12,34.53,0,0.0,,269.0,269.0,59,210.0,0.2193,745.0
M20459,Bronze,0,0,16.0,5,1,136.75,349.25,69.85,0,0.0,,698.0,698.0,50,648.0,0.0716,224.0
M20460,Gold,0,0,24.0,3,2,230.5,203.76,67.92,0,0.0,,357.0,357.0,0,357.0,0.0,
M20461,Bronze,0,0,52.0,2,1,,108.78,54.39,0,0.0,,217.0,217.0,0,217.0,0.0,
M20462,Silver,0,0,52.0,4,1,435.3333333333333,187.37,46.8425,0,0.0,1.6963,286.0,286.0,0,286.0,0.0,
M20463,Bronze,0,0,73.0,8,1,100.0,507.75,72.53571428571429,1,0.125,1.6531,1057.0,968.0,0,968.0,0.0,
M20464,Gold,0,0,1562.0,3,0,147.5,124.37,41.45666666666667,0,0.0,,218.0,218.0,0,218.0,0.0,
M20465,Silver,0,0,132.0,5,0,38.75,196.52,39.304,0,0.0,0.0,394.0,394.0,37,357.0,0.0939,287.0
M20466,Gold,0,0,311.0,5,0,193.75,554.13,110.826,0,0.0,,1274.0,1274.0,0,1274.0,0.0,
M20467,Bronze,0,0,1060.0,2,0,,110.34,55.17,0,0.0,,193.0,193.0,0,193.0,0.0,
M20468,Silver,0,0,0.0,3,1,658.5,122.25999999999999,40.75333333333333,0,0.0,,235.0,235.0,0,235.0,0.0,
M20469,Bronze,0,0,171.0,4,0,139.0,244.31,61.0775,0,0.0,0.0,428.0,428.0,0,428.0,0.0,
M20470,Gold,0,0,60.0,4,1,287.3333333333333,237.34,59.335,0,0.0,,475.0,475.0,0,475.0,0.0,
M20471,Gold,0,0,115.0,4,0,54.666666666666664,152.86,38.215,0,0.0,0.0,305.0,305.0,50,255.0,0.1639,245.0
M20472,Gold,0,0,229.0,3,0,349.0,175.56,58.52,0,0.0,,386.0,386.0,0,386.0,0.0,
M20473,Bronze,0,1,146.0,6,0,273.0,364.31,60.718333333333334,0,0.0,0.0,698.0,698.0,46,652.0,0.0659,1130.0
M20474,Bronze,0,0,153.0,4,0,53.333333333333336,225.02,56.255,0,0.0,0.0,291.0,291.0,0,291.0,0.0,
M20475,Bronze,0,0,297.0,9,0,128.0,506.23,56.24777777777778,0,0.0,,1000.0,1000.0,0,1000.0,0.0,
M20476,Silver,0,0,249.0,7,0,95.5,364.32,52.04571428571428,0,0.0,,703.0,703.0,50,653.0,0.0711,249.0
M20477,Silver,0,0,18.0,5,3,32.75,304.56,60.912,0,0.0,0.6475,532.0,532.0,161,371.0,0.3026,37.0
M20478,Bronze,0,0,126.0,3,0,86.5,63.69,21.23,0,0.0,0.0,127.0,127.0,40,87.0,0.315,210.0
M20479,Gold,0,0,47.0,5,1,84.75,331.16,66.232,0,0.0,,644.0,644.0,100,544.0,0.1553,193.0
M20480,Gold,0,0,8.0,5,1,301.5,188.75,37.75,0,0.0,,435.0,435.0,194,241.0,0.446,8.0
M20481,Bronze,0,0,9.0,7,3,26.5,400.48,57.21142857142858,0,0.0,1.6758,873.0,873.0,0,873.0,0.0,
M20482,Bronze,0,0,120.0,4,0,112.66666666666667,244.2,61.05,0,0.0,0.0,561.0,561.0,0,561.0,0.0,
M20483,Silver,0,0,249.0,3,0,16.0,107.72,53.86,1,0.3333,,661.0,247.0,0,247.0,0.0,
M20484,Gold,0,0,19.0,5,1,80.5,203.01999999999998,40.604,0,0.0,0.3218,355.0,355.0,0,355.0,0.0,
M20485,Silver,0,0,652.0,2,0,,109.19,54.595,0,0.0,,251.0,251.0,139,112.0,0.5538,1066.0
M20486,Bronze,0,0,12.0,8,3,200.42857142857142,527.96,65.995,0,0.0,,1058.0,1058.0,259,799.0,0.2448,1237.0
M20487,Silver,0,0,142.0,2,0,,82.03999999999999,41.019999999999996,0,0.0,0.0,161.0,161.0,0,161.0,0.0,
M20488,Silver,0,0,6.0,5,1,169.75,284.64,56.928,0,0.0,0.93,549.0,549.0,145,404.0,0.2641,6.0
M20489,Gold,0,0,295.0,5,0,97.25,393.09000000000003,98.27250000000001,1,0.2,,829.0,688.0,0,688.0,0.0,
M20490,Gold,0,0,257.0,5,0,159.0,387.5,77.5,0,0.0,,775.0,775.0,222,553.0,0.2865,603.0
M20491,Silver,0,0,26.0,3,2,59.0,133.35999999999999,44.453333333333326,0,0.0,1.5553,233.0,233.0,47,186.0,0.2017,26.0
M20492,Gold,0,0,71.0,3,1,816.5,159.86,53.28666666666667,0,0.0,0.2293,368.0,368.0,0,368.0,0.0,
M20493,Bronze,0,0,963.0,5,0,211.5,163.74,32.748000000000005,0,0.0,,312.0,312.0,42,270.0,0.1346,1789.0
M20494,Bronze,0,0,221.0,5,0,317.25,369.38,73.876,0,0.0,,689.0,689.0,0,689.0,0.0,
M20495,Gold,0,0,129.0,2,0,,248.79000000000002,124.39500000000001,0,0.0,0.0,435.0,435.0,150,285.0,0.3448,129.0
M20496,Bronze,0,0,96.0,5,0,77.5,291.58,58.315999999999995,0,0.0,0.0,583.0,583.0,194,389.0,0.3328,96.0
M20497,Bronze,0,0,145.0,6,0,167.2,346.78,57.79666666666666,0,0.0,0.0,763.0,763.0,49,714.0,0.0642,674.0
M20498,Silver,0,0,32.0,5,2,63.0,483.6,96.72,0,0.0,3.0591,1112.0,1112.0,0,1112.0,0.0,
M20499,Gold,0,0,48.0,8,1,209.14285714285714,396.24,49.53,0,0.0,0.4906,832.0,832.0,200,632.0,0.2404,48.0
M20500,Gold,0,0,9.0,2,1,,120.67,60.335,0,0.0,,211.0,211.0,0,211.0,0.0,
M20501,Bronze,0,0,19.0,5,1,56.5,267.78000000000003,53.556000000000004,0,0.0,0.2587,535.0,535.0,0,535.0,0.0,
M20502,Bronze,0,0,782.0,3,0,291.0,267.67,89.22333333333334,0,0.0,,615.0,615.0,0,615.0,0.0,
M20503,Silver,0,0,176.0,6,0,186.2,376.68,62.78,0,0.0,0.0,660.0,660.0,100,560.0,0.1515,177.0
M20504,Silver,0,0,356.0,5,0,240.5,384.21,76.842,0,0.0,,704.0,704.0,24,680.0,0.0341,1318.0
M20505,Bronze,0,0,459.0,5,0,46.5,241.5,48.3,0,0.0,,545.0,545.0,48,497.0,0.0881,476.0
M20506,Gold,0,0,5.0,8,5,30.0,711.29,88.91125,0,0.0,1.2953,1601.0,1601.0,86,1515.0,0.0537,182.0
M20507,Bronze,0,0,388.0,3,0,123.0,111.46,37.15333333333333,0,0.0,,257.0,257.0,205,52.0,0.7977,388.0
M20508,Bronze,0,0,254.0,7,0,82.0,445.7,63.67142857142857,0,0.0,,784.0,784.0,140,644.0,0.1786,463.0
M20509,Silver,0,0,406.0,2,0,,89.59,89.59,1,0.5,,215.0,157.0,58,99.0,0.3694,440.0
M20510,Silver,0,1,36.0,3,1,78.0,164.81,54.93666666666667,0,0.0,9.6405,355.0,355.0,0,355.0,0.0,
M20511,Platinum,0,0,928.0,2,0,,136.85,68.425,0,0.0,,285.0,285.0,0,285.0,0.0,
M20512,Bronze,0,0,69.0,4,1,166.33333333333334,229.66,57.415,0,0.0,,330.0,330.0,0,330.0,0.0,
M20513,Bronze,0,0,429.0,5,0,257.75,305.31,61.062,0,0.0,,602.0,602.0,0,602.0,0.0,
M20514,Bronze,0,0,247.0,4,0,98.33333333333333,216.15,54.0375,0,0.0,,432.0,432.0,195,237.0,0.4514,247.0
M20515,Silver,0,0,203.0,3,0,113.0,107.42,35.806666666666665,0,0.0,,187.0,187.0,0,187.0,0.0,
M20516,Bronze,0,0,8.0,8,2,115.57142857142857,543.41,67.92625,0,0.0,,1227.0,1227.0,0,1227.0,0.0,
M20517,Silver,0,0,37.0,5,2,93.0,193.78,38.756,0,0.0,,445.0,445.0,0,445.0,0.0,
M20518,Bronze,0,0,404.0,2,0,,87.11,43.555,0,0.0,,152.0,152.0,0,152.0,0.0,
M20519,Silver,0,0,49.0,3,1,228.0,84.35,28.116666666666664,0,0.0,,195.0,195.0,157,38.0,0.8051,49.0
M20520,Platinum,0,0,87.0,3,1,54.5,188.76,62.919999999999995,0,0.0,0.5187,330.0,330.0,159,171.0,0.4818,164.0
M20521,Silver,0,0,199.0,5,0,35.25,404.81,80.962,0,0.0,,931.0,931.0,229,702.0,0.246,199.0
M20522,Bronze,0,0,189.0,3,0,323.0,135.57999999999998,45.19333333333333,0,0.0,,312.0,312.0,0,312.0,0.0,
M20523,Gold,0,0,185.0,5,0,97.5,431.8,86.36,0,0.0,,875.0,875.0,200,675.0,0.2286,422.0
M20524,Gold,0,0,47.0,7,1,201.16666666666666,370.14,52.87714285714286,0,0.0,,545.0,545.0,0,545.0,0.0,
M20525,Silver,0,0,31.0,6,1,85.2,636.31,106.05166666666666,0,0.0,0.6968,1464.0,1464.0,0,1464.0,0.0,
M20526,Platinum,0,0,23.0,6,1,128.4,273.42,45.57,0,0.0,1.6297,629.0,629.0,50,579.0,0.0795,152.0
M20527,Bronze,0,0,62.0,2,1,,112.37,56.185,0,0.0,,197.0,197.0,0,197.0,0.0,
M20528,Bronze,0,0,9.0,5,1,400.25,305.34000000000003,61.068000000000005,0,0.0,,703.0,703.0,0,703.0,0.0,
M20529,Gold,0,0,60.0,5,1,221.25,846.38,169.276,0,0.0,8.4676,1947.0,1947.0,0,1947.0,0.0,
M20530,Bronze,0,0,566.0,5,0,126.0,410.92,82.184,0,0.0,,944.0,944.0,0,944.0,0.0,
M20531,Bronze,0,0,111.0,6,0,57.6,355.49,59.248333333333335,0,0.0,0.0,712.0,712.0,298,414.0,0.4185,111.0
M20532,Bronze,0,0,235.0,5,0,115.5,442.13,88.426,0,0.0,,885.0,885.0,181,704.0,0.2045,235.0
M20533,Gold,0,0,102.0,2,0,,151.33999999999997,75.66999999999999,0,0.0,0.0,310.0,310.0,0,310.0,0.0,
M20534,Silver,0,0,23.0,8,1,101.57142857142857,484.56,60.57,0,0.0,0.2159,850.0,850.0,100,750.0,0.1176,145.0
M20535,Gold,0,0,349.0,5,0,95.0,747.75,149.55,0,0.0,,1525.0,1525.0,0,1525.0,0.0,
M20536,Bronze,0,0,89.0,4,2,3.3333333333333335,366.63,91.6575,0,0.0,0.4964,717.0,717.0,0,717.0,0.0,
M20537,Bronze,0,0,80.0,7,1,76.83333333333333,534.07,76.2957142857143,0,0.0,1.6532,1067.0,1067.0,76,991.0,0.0712,488.0
M20538,Bronze,0,0,202.0,2,0,,92.01,46.005,0,0.0,,161.0,161.0,0,161.0,0.0,
M20539,Gold,0,0,71.0,5,1,390.5,320.41999999999996,64.08399999999999,0,0.0,,561.0,561.0,0,561.0,0.0,
M20540,Bronze,0,0,106.0,3,0,480.0,200.16,66.72,0,0.0,0.0,370.0,370.0,150,220.0,0.4054,470.0
M20541,Bronze,0,0,533.0,4,0,291.6666666666667,260.5,65.125,0,0.0,,522.0,522.0,50,472.0,0.0958,1408.0
M20542,Gold,0,0,412.0,3,0,434.5,263.5,87.83333333333333,0,0.0,,606.0,606.0,0,606.0,0.0,
M20543,Bronze,0,0,531.0,5,0,215.0,258.52,51.70399999999999,0,0.0,,595.0,595.0,0,595.0,0.0,
M20544,Silver,0,0,153.0,7,0,181.5,378.18,54.02571428571429,0,0.0,0.0,690.0,690.0,40,650.0,0.058,153.0
M20545,Bronze,0,0,760.0,2,0,,113.77,56.885,0,0.0,,262.0,262.0,0,262.0,0.0,
M20546,Silver,0,0,150.0,4,0,376.6666666666667,330.26,82.565,0,0.0,0.0,579.0,579.0,0,579.0,0.0,
M20547,Platinum,0,0,29.0,8,1,153.42857142857142,561.71,70.21375,0,0.0,,983.0,983.0,100,883.0,0.1017,29.0
M20548,Silver,0,0,277.0,3,0,219.5,112.78,37.593333333333334,0,0.0,,259.0,259.0,0,259.0,0.0,
M20549,Silver,0,0,0.0,7,2,151.33333333333334,516.8,73.82857142857142,0,0.0,,967.0,967.0,158,809.0,0.1634,565.0
M20550,Bronze,0,0,275.0,5,0,303.5,264.32,52.864,0,0.0,,585.0,585.0,50,535.0,0.0855,320.0
M20551,Bronze,0,0,146.0,3,0,455.5,115.26,38.42,0,0.0,0.0,212.0,212.0,0,212.0,0.0,
M20552,Silver,0,0,65.0,7,1,106.66666666666667,331.81,47.401428571428575,0,0.0,,664.0,664.0,50,614.0,0.0753,184.0
M20553,Bronze,0,0,167.0,4,0,406.3333333333333,144.37,48.123333333333335,1,0.25,0.0,486.0,289.0,0,289.0,0.0,
M20554,Bronze,0,0,9.0,3,1,171.0,147.82,49.27333333333333,0,0.0,,259.0,259.0,0,259.0,0.0,
M20555,Silver,0,0,392.0,4,0,110.0,220.02,55.005,0,0.0,,440.0,440.0,0,440.0,0.0,
M20556,Bronze,0,0,18.0,3,1,215.5,197.72,65.90666666666667,0,0.0,,434.0,434.0,0,434.0,0.0,
M20557,Bronze,0,1,262.0,6,0,106.6,329.54,54.92333333333334,0,0.0,,594.0,594.0,49,545.0,0.0825,453.0
M20558,Bronze,0,0,2.0,3,2,233.0,159.3,53.1,0,0.0,,305.0,305.0,100,205.0,0.3279,2.0
M20559,Bronze,0,0,1403.0,1,0,,42.27,42.27,0,0.0,,74.0,74.0,0,74.0,0.0,
M20560,Bronze,0,0,164.0,6,0,120.6,483.21,80.535,0,0.0,0.0,967.0,967.0,0,967.0,0.0,
M20561,Silver,0,0,75.0,3,1,336.5,280.54,93.51333333333334,0,0.0,,579.0,579.0,0,579.0,0.0,
M20562,Silver,0,0,28.0,6,1,190.8,316.67,52.778333333333336,0,0.0,,728.0,728.0,0,728.0,0.0,
M20563,Gold,0,0,279.0,3,0,83.5,93.95,31.316666666666666,0,0.0,,188.0,188.0,43,145.0,0.2287,279.0
M20564,Bronze,0,0,300.0,9,0,71.625,578.54,64.28222222222222,0,0.0,,1332.0,1332.0,0,1332.0,0.0,
M20565,Platinum,0,0,67.0,6,2,85.4,646.65,107.77499999999999,0,0.0,0.9454,1154.0,1154.0,175,979.0,0.1516,99.0
M20566,Silver,0,0,386.0,4,0,86.33333333333333,477.29999999999995,119.32499999999999,0,0.0,,955.0,955.0,0,955.0,0.0,
M20567,Silver,0,0,38.0,6,1,136.8,279.57,46.595,0,0.0,,643.0,643.0,0,643.0,0.0,
M20568,Silver,0,0,507.0,4,0,82.33333333333333,363.84000000000003,90.96000000000001,0,0.0,,837.0,837.0,178,659.0,0.2127,750.0
M20569,Bronze,0,0,610.0,7,0,109.5,621.37,88.76714285714286,0,0.0,,1136.0,1136.0,335,801.0,0.2949,1042.0
M20570,Platinum,0,0,14.0,6,1,54.6,345.31,57.55166666666667,0,0.0,1.3397,794.0,794.0,233,561.0,0.2935,269.0
M20571,Bronze,0,0,186.0,2,0,,121.89,60.945,0,0.0,,214.0,214.0,27,187.0,0.1262,186.0
M20572,Gold,0,0,492.0,3,0,122.0,130.05,43.35,0,0.0,,299.0,299.0,150,149.0,0.5017,492.0
M20573,Gold,0,0,125.0,5,0,299.0,292.1,58.42,0,0.0,0.0,527.0,527.0,47,480.0,0.0892,1321.0
M20574,Silver,0,0,98.0,7,0,44.0,229.98999999999998,38.33166666666666,1,0.1429,0.0,630.0,530.0,98,432.0,0.1849,226.0
M20575,Bronze,0,0,53.0,4,1,214.33333333333334,227.71,56.9275,0,0.0,,448.0,448.0,0,448.0,0.0,
M20576,Platinum,0,0,18.0,6,2,347.2,249.79,41.63166666666667,0,0.0,,576.0,576.0,0,576.0,0.0,
M20577,Bronze,0,0,534.0,3,0,195.5,137.98,45.99333333333333,0,0.0,,241.0,241.0,0,241.0,0.0,
M20578,Gold,0,0,102.0,6,0,266.0,464.48,77.41333333333334,0,0.0,0.0,813.0,813.0,100,713.0,0.123,174.0
